,Strain,Type,Rating,Effects,Flavor,Description
728,Dutch-Treat-Haze,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Earthy,Citrus,Berry","Two superstars from the Dutch cannabis scene mingle together to rejuvenate genetics from decades passed into an intriguing hybrid that gained popularity in Colorado’s medical market for being both potent and flavorful. Dutch Treat Haze has a complex but undoubtable Haze aroma of pungent earthy tones from Super Silver Haze with the influence of Dutch Treat’s crisp, fruity, and floral flavors to create a captivating sativa-dominant hybrid. Its heady sativa effects are felt almost immediately with an energetic burst of creativity and sociability that uplift your mood and stimulate the appetite. "
729,Dutchberry,hybrid,4.5,"Happy,Uplifted,Energetic,Relaxed,Creative","Berry,Sweet,Orange","Dutchberry is a 60/40 sativa-dominant hybrid strain from Artizen Cannabis in Lacey, WA. Combining Dutch Treat and DJ Short’s Blueberry, this hybrid is loaded with citrus and berry flavors that taste as good as it smells. With a chemical profile that falls around 27% THC and 8% CBD, Dutchberry has one of the highest cannabinoid contents available in the marketplace today. The high CBD content helps modify the extreme THC content to produce a happy, giggly high perfect for unwinding after a long day at work."
736,Earthquake,hybrid,4.5,"Creative,Euphoric,Uplifted,Happy,Energetic","Woody,Pine,Earthy",
740,Eastern-European,indica,5.0,"Sleepy,Happy,Relaxed","Earthy,Woody,Pine",Eastern European refers to any strain that grows natively in this region of the world. These indigenous vareities (also called landraces) tend to be indica in structure and effect due to Eastern Europe's latitude and climate. 
741,Easy-Bud,hybrid,4.7,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lemon,Skunk,Spicy/Herbal","Easy Bud by Royal Queen Seeds is an autoflowering Ruderalis variety that is designed for horticultural newbies looking for a resilient plant with mid-range indica effects. This plant’s genetics remain unknown, but have been compared to White Dwarf in stature and potency. The squat plant emits a skunky aroma and has a sweet, earthy taste on the exhale. With an average yield of 45g/plant, this entry-level bud is an excellent choice for gardeners new to cannabis.       "
742,Easy-Peezy,hybrid,4.5,"Relaxed,Sleepy,Uplifted,Creative,Euphoric","Lemon,Spicy/Herbal,Earthy","Easy Peezy by Bedford Grow is an uplifting hybrid that offers happy, cerebral effects and prolonged physical relaxation. This strain is the cross of 3rd Coast Panama Chunk and a Northern Lights/Haze hybrid. Its dense, chunky buds are bright green with dark orange hairs, and its terpene profile is creamy with a dominant chemical-lemon aroma. Easy Peezy hits the consumer with a heady burst of energy that peaks and decelerates into full body sedation. This potent hybrid is well suited for early evening use and can help mitigate stress, depression, pain, digestive issues, and insomnia."
743,Ebola-7,hybrid,4.5,"Talkative,Creative,Relaxed,Uplifted,Energetic","Sweet,Spicy/Herbal,Pine","Ebola #7, also known as THCbola, is a blend of two popular California strains. It was created in the summer of 2012 when HendRx Farms’ breeders crossed SFV OG with Girl Scout Cookies. After an extensive phenotype hunt, #7 was selected for its high concentrations of THC that range between 24% - 28% depending on cultivation methods. Ebola #7 received its unique name after it unintentionally spread throughout gardens in Humboldt County."
747,El-Chapo-Og,indica,4.7,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Earthy,Flowery,Pungent","El Chapo OG is a potent indica strain out of California that smells of rich earth and pine. With dense jade popcorn buds that exhibit a shimmering coat of trichomes, this strain is visually striking and worth keeping on display. Its effects are initially stunning and settle on the body as carefree relaxation. El Chapo OG is preferred near the end of the day as its effects can become rather sedating with continued use.   "
748,El-Jeffe,indica,4.7,"Euphoric,Relaxed,Happy,Tingly,Uplifted","Earthy,Pungent,Pine","El Jefe by Rare Dankness Seeds is a 70/30 indica-dominant cross between Abusive OG and Rare Dankness #1. It delivers powerful full-body effects coupled with an earthy, spicy lemon aroma."
750,El-Perro,hybrid,4.9,"Happy,Relaxed,Uplifted,Euphoric,Sleepy","Pine,Earthy,Pungent","El Perro is an award-winning cannabis collaboration between Bert Baccarat, Firerock Farms, and Los Angeles Kush. This potent hybrid is a cross of Stardawg (Nag Champa Cut) and True OG, and won 1st place at the 2017 High Time’s SoCal Cannabis Cup for Best Hybrid Flower. El Perro (aka The Dog) reeks of skunk, musk, and pine, creating a pronounced and unique terpene profile that will challenge the palate. This strain’s cerebral relaxation helps you shrug off stress and provides a soothing, pervasive body high that promotes stationary activities.  "
751,El-Na,hybrid,5.0,"Aroused,Tingly,Happy,Relaxed","Earthy,Pungent,Pine","El-Na, an Israeli strain bred by Tikun Olam, is a 50/50 hybrid intended for treatment of chronic pain and nausea. Its balanced genetics provide medical marijuana patients with stress relief and an elevated mood. El-Na is a mild-strength option for consumers less accustomed to cannabis’ psychoactive effects."
753,Electric-Black-Mamba,indica,5.0,"Relaxed,Uplifted,Creative,Sleepy,Euphoric","Earthy,Pine","Electric Black Mamba is an indica-dominant strain bred from a Black Domina mother and a Purple Diesel male. This 70% indica is perfect for those treating chronic pain or insomnia, and its high concentration of the terpene myrcene provides you with a “couch-lock” effect. Its dark forest green buds carry a sweet blackberry aroma with notes of skunky hash. Not for the novice grower, this plant demands constant attention and does not like to be overfed. "
754,Electric-Kool-Aid,hybrid,4.8,"Happy,Uplifted,Talkative,Euphoric,Giggly","Berry,Grape,Diesel","Electric Kool Aid is a 60/40 sativa-dominant hybrid strain bred by crossing Purple Diesel and Cherry Pie. Preferred for daytime use, Electric Kool Aid provides uplifting effects that inspire the mind while easing the body into a relaxed state. Hashy notes of sweet lavender and grape flavor the sparkling crystal-covered buds, which can take on a stunning periwinkle blue coloration. "
756,Electric-Lemonade,sativa,4.8,"Creative,Happy,Tingly,Uplifted,Energetic","Berry,Orange,Lemon","Electric Lemonade by Palomar Craft Cannabis is a cross of Tahoe OG x Blue Dream. This sativa-dominant strain is a PCC in-house favorite and bridges the gap between sativa and hybrid beautifully, offering energetic physical effects alongside creative mental stimulation. PCC recommends utilizing Electric Lemonade’s uplifting effects to overcome anxiety and nausea. Electric Lemonade emits a strong sour lemonade aroma and offers consumers tart lemon flavors that foretell the strain’s mood-enhancing effects.  "
758,Elmers-Glue,hybrid,4.8,"Hungry,Relaxed,Uplifted,Euphoric,Focused","Sage,Pepper,Sweet","Elmer’s Glue by Relentless Genetics is an embellishment of the potent and famous Gorilla Glue #4. This strain is a cross of Gorilla Glue #4 and The White, and it is considered by some to be an improvement on GG4’s flavor and trichome production. Elmer’s Glue retains the sharp pine, astringent, and fuel aromas of its dominant parent while expressing more subtle sweet, earthy notes on the exhale. Beyond this strain’s incredible trichome coverage, the height, yield, and flowering time are relatively average. "
759,Elphinstone,sativa,4.5,"Happy,Uplifted,Focused,Talkative,Energetic","Sweet,Skunk,Tropical","Elphinstone is a sativa-dominant strain that combines stimulating genetics and pungent terpenes. This strain is a cross of Sweet Skunk and Appalachia. This pungent pairing imbues the consumer with a giggly, uplifted mental state juxtaposed with mildly focused and relaxing physical effects. The flavors are a mixture of skunk and sweet 7-Up-like notes. "
760,Elvis,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Talkative,Sleepy","Sweet,Earthy,Flowery","Elvis is a hybrid creation by Seedism that crosses AK-47 with a sativa-dominant phenotype of Skunk #1, known as The Pure. Its flavors are a sweet, earthy mix of skunky musk with an added spice from AK-47 that amplifies the complexity of the flavor profile. Elvis produces a burst of cerebral activity that provides a spark of creative juice and a mellow, relaxing body effect that calms anxieties."
762,Emerald-Og,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Citrus,Woody","Emerald OG, a strain developed by the California Breeders Association, is a vigorous cross that combines Fire OG with Emerald Diesel. The resulting hybrid was then backcrossed with the pollen from a Fire OG male to forge this indica-dominant hybrid. Emerald OG has a blend of mild floral and melon flavors that mix with pungent citrus notes and produce deep relaxing effects that are a great answer for migraines and sleepless nights."
763,Emperor-Cookie-Dough,hybrid,4.9,"Uplifted,Relaxed,Euphoric,Giggly,Happy","Sweet,Citrus,Diesel","Emperor Cookie Dough was dubbed one of the strongest strains of 2016 by High Times. This potent cross of Emperor OG and Girl Scout Cookies yields severely resinous buds that reek of cookie dough. If the smell and potency don’t have you elbow deep in a jar of these nuggets, the appearance of these glittering green buds will. Expect traditional GSC effects that are further weighed down with the addition of Emperor OG. "
764,Endless-Sky,indica,4.5,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Berry,Sweet,Butter","Endless Sky by Greenthumb Seeds is an indica strain bred from Grenadine and an Iranian landrace. Just as we might expect from a strain named “Endless Sky,” this strain delivers a spacey, dreamy indica experience recommended for nighttime consumption. Suitable for both indoor and outdoor gardens, Endless Sky undergoes a 42 to 50 day flowering period and grows best with hydroponics."
766,Enigma,indica,4.6,"Relaxed,Happy,Sleepy,Giggly,Euphoric","Citrus,Pungent,Flowery","The indica-dominant Enigma strain is as mysterious as its name makes it sound; not much is known about its origins, but Enigma is a long-lasting euphoric strain with earthy and tangy flavors. The natural progression of its effects begins with carefree happiness and ends in a sleepy haze. Enigma is a great strain for patients experiencing appetite loss and/or cachexia."
773,Eugene-Cream,hybrid,4.6,"Relaxed,Sleepy,Tingly,Creative,Euphoric","Sweet,Earthy,Butter","Eugene Cream is an indica-dominant strain grown by Drift Away Farm. Named for its light color and smooth smoke, Eugene Cream inherits its characteristics from a Hash Plant/Big Bud hybrid and a female plant called Queen. Several years of selective breeding gave rise to the stable phenotype that now circulates the Oregon market."
774,Euphoria-Cookies,hybrid,5.0,"Euphoric,Creative,Uplifted,Happy,Relaxed","Sweet,Citrus,Tropical","Euphoria Cookies is a balanced 50/50 hybrid cross of the ever-popular Girl Scout Cookies and the uplifting sativa Euphoria. The colorful buds exhibit sweet, doughy terpenes that smell like vanilla, rose, and tropical fruit. Euphoria Cookies’ uplifting mental state and soothing body effects make it a perfect fit for consumers looking to improve mood while stimulating appetite, curbing depression, and nullifying minor aches and pains.  "
775,Everlast,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Skunk,Flowery","Everlast from Machias, Washington is an 80/20 indica-dominant strain that induces deeply relaxing effects with a hashy, skunky aroma. With a THC content that can tower as high as 28%, Everlast is best chosen by experienced, seasoned consumers. It gets its name from the long-lasting euphoria that leaves your body suspended in tingling tranquility while the mind floats to active, happy escapes. Its heavy, body-focused effects are recommended for patients treating stubborn pain or sleeplessness."
